root_label,display,system_key,horizon,n_pairs,log10_delta_iqm,log10_delta_median,iqm_ratio_to_dense,candidate_system_iqm,dense_system_iqm,p_raw,p_holm,passes_holm_0p05,reason
lista_bd,LISTA-BD,dysts:Dadras,1000,15,-0.45093410227139247,-0.5064712934405561,0.3896741909965698,0.037095760926604236,0.09519686390246661,0.027679443359375,0.221435546875,False,
lista_bd,LISTA-BD,dysts:DequanLi,1000,15,-0.14149538728597139,-0.11674217173145429,0.6187904309029804,0.010924128150301287,0.017654003043259845,0.060272216796875,0.32098388671875,False,
lista_bd,LISTA-BD,dysts:Hadley,1000,15,0.019280050660386135,0.09326924175963192,0.7557925344273793,0.009140696509608142,0.012094187350677557,0.380767822265625,1.0,False,
lista_bd,LISTA-BD,dysts:LorenzCoupled,1000,15,0.33402839324810357,0.1018003382146404,1.729718963591115,0.1702003628015518,0.09839769718902448,0.95269775390625,1.0,False,
lista_bd,LISTA-BD,dysts:LuChenCheng,1000,15,-0.3033125045704516,-0.3050881285144005,0.36206607758336756,0.0036672115592019288,0.010128569855753843,0.001312255859375,0.01312255859375,True,
lista_bd,LISTA-BD,dysts:MultiChua,1000,15,-0.3576533781030358,-0.3256660046242459,0.4334463237171371,0.007514245142894086,0.017336045391857586,0.004180908203125,0.037628173828125,True,
lista_bd,LISTA-BD,dysts:QiChen,1000,15,-0.7873859047297316,-0.7569534009189798,0.1616920049264886,0.007875670612390515,0.048707854268806285,0.000579833984375,0.006378173828125,True,
lista_bd,LISTA-BD,dysts:Sakarya,1000,15,-0.14889324179085264,-0.05664806596895544,0.330991595975208,0.048567325142877406,0.14673280449850215,0.09381103515625,0.375244140625,False,
lista_bd,LISTA-BD,dysts:SanUmSrisuchinwong,1000,15,-0.37828210539086765,-0.34662299508321204,0.4716175953926288,0.009225660735475127,0.01956173990453987,0.053497314453125,0.32098388671875,False,
lista_bd,LISTA-BD,dysts:ShimizuMorioka,1000,15,-0.3096265404795671,-0.3809976355895941,0.4411321567480583,0.0033256816677748853,0.0075389690298054285,0.0364990234375,0.2554931640625,False,
lista_bd,LISTA-BD,dysts:WangSun,1000,15,0.26556624122473776,0.29238239966195634,1.2335298328624278,0.11092852694647648,0.08992772123643324,0.8961181640625,1.0,False,
lista_bd,LISTA-BD,dysts:Chua,1500,15,-0.5606766466124952,-0.5694006363829434,0.23958056351927237,0.003845858121556828,0.01605246295886377,3.0517578125e-05,0.0003662109375,True,
lista_bd,LISTA-BD,dysts:Dadras,1500,15,-0.5202039438537117,-0.5589592282666197,0.30950177774243504,0.06759933222617416,0.2184133891548429,0.010772705078125,0.086181640625,False,
lista_bd,LISTA-BD,dysts:DequanLi,1500,15,-0.1634423202043187,-0.11848529268387553,0.5752018733122556,0.022490634982074976,0.039100420262132306,0.027679443359375,0.193756103515625,False,
lista_bd,LISTA-BD,dysts:Hadley,1500,15,0.02479880253641631,0.10599651754462314,0.7526874670149014,0.01890505185084677,0.0251167352710451,0.4451904296875,1.0,False,
lista_bd,LISTA-BD,dysts:LorenzCoupled,1500,15,0.14144511330938916,0.04391565805767228,1.1925883176091772,0.4908164399010794,0.4115556329488754,0.861572265625,1.0,False,
lista_bd,LISTA-BD,dysts:LuChenCheng,1500,15,-0.38914841661747657,-0.3096816320353315,0.26699138348571483,0.0062404286249407,0.02337314614227837,0.000579833984375,0.006378173828125,True,
lista_bd,LISTA-BD,dysts:MultiChua,1500,15,-0.36438807464467887,-0.34462893521843085,0.4369352674985195,0.018592227516429714,0.04255144617387222,0.00335693359375,0.03021240234375,True,
lista_bd,LISTA-BD,dysts:QiChen,1500,15,-0.8190316844085697,-0.9036335319926798,0.14674353690397993,0.019067525464509155,0.12993775308132166,0.001312255859375,0.01312255859375,True,
lista_bd,LISTA-BD,dysts:Sakarya,1500,15,-0.18438768622768537,-0.12377615252844476,0.3901334928596078,0.10915705455201008,0.27979411291224615,0.09381103515625,0.375244140625,False,
lista_bd,LISTA-BD,dysts:SanUmSrisuchinwong,1500,15,-0.37705007828949305,-0.34198139556803686,0.4075357538887494,0.019414023895348773,0.04763759672641749,0.053497314453125,0.32098388671875,False,
lista_bd,LISTA-BD,dysts:ShimizuMorioka,1500,15,-0.2108797053071346,-0.30888493034433173,0.5152652743290751,0.007169793692550458,0.013914762064814514,0.053497314453125,0.32098388671875,False,
lista_bd,LISTA-BD,dysts:WangSun,1500,15,0.08531787821328064,0.11378239050180577,0.8478480013079548,0.3454605042934418,0.40745570404188974,0.755645751953125,1.0,False,
lista_bd,LISTA-BD,dysts:Chua,2000,15,-0.6003635560701266,-0.5629037971193132,0.22900783843486233,0.006710252325449628,0.029301408944385342,3.0517578125e-05,0.0003662109375,True,
lista_bd,LISTA-BD,dysts:Dadras,2000,15,-0.5662562886479886,-0.5983906873035374,0.25239444394959837,0.10850310538496287,0.42989498376846313,0.007537841796875,0.060302734375,False,
lista_bd,LISTA-BD,dysts:DequanLi,2000,15,-0.18619771363356466,-0.14999274908934845,0.5363270047175899,0.03891117657933912,0.0725512163979666,0.027679443359375,0.193756103515625,False,
