root_label,display,system_key,horizon,candidate_system_iqm,dense_system_iqm,ratio_to_dense,log10_ratio_to_dense
lista_sb,LISTA-SB,dysts:Hadley,4000,0.18339384666510988,0.16126293476138795,1.1372349569134894,0.05585020079091648
lista_sb,LISTA-SB,dysts:LuChenCheng,4000,0.09778193863374843,0.12619167992046898,0.7748683486532115,-0.11077207853919924
lista_sb,LISTA-SB,dysts:QiChen,4000,0.6186146480696542,1.1026007618222917,0.5610504449926704,-0.2509980888382502
lista_sb,LISTA-SB,dysts:Sakarya,4000,1.1500552637236459,1.2937675288745336,0.8889195609385057,-0.05113753691629121
lista_sb,LISTA-SB,dysts:SanUmSrisuchinwong,4000,0.7048783642905099,0.7841893264225551,0.8988624819801372,-0.04630674640417469
lista_sb,LISTA-SB,dysts:ShimizuMorioka,4000,0.6495396473578045,0.22395080753735133,2.900367515975453,0.46245303239803726
lista_sb,LISTA-SB,dysts:WangSun,4000,1.6788464103426253,2.040542875017439,0.8227449816893838,-0.08473475799287869
lista_sb,LISTA-SB,dysts:Chua,5000,0.21421468045030317,0.21363757124968938,1.0027013469458483,0.001171598336989092
lista_sb,LISTA-SB,dysts:Dadras,5000,1.6759092126573836,1.6712915216173445,1.0027629476846567,0.0011982783043419584
lista_sb,LISTA-SB,dysts:DequanLi,5000,0.6971834301948547,0.8335135919707162,0.8364391857683694,-0.07756562941207785
lista_sb,LISTA-SB,dysts:Hadley,5000,0.31980213948658537,0.25506724842957085,1.2537953871207776,0.09822666767898311
lista_sb,LISTA-SB,dysts:LuChenCheng,5000,0.15798512207610263,0.20063637835638862,0.7874201247566135,-0.10379348977558699
lista_sb,LISTA-SB,dysts:QiChen,5000,0.9107376337051392,1.475971255983625,0.6170429336025248,-0.20968461687767387
lista_sb,LISTA-SB,dysts:Sakarya,5000,1.7115944623947144,1.6969769171306066,1.0086138739522894,0.0037249377865097555
lista_sb,LISTA-SB,dysts:SanUmSrisuchinwong,5000,1.0505707519395011,1.2132920282227653,0.8658844923578548,-0.0625400383260418
lista_sb,LISTA-SB,dysts:ShimizuMorioka,5000,0.9417595905917031,0.514841513974326,1.8292223238211256,0.26226649286891657
lista_sb,LISTA-SB,dysts:WangSun,5000,2.294873203550066,2.677452462060111,0.8571107185164822,-0.06696307383534275
sparse_mlp,Sparse MLP,dysts:Chua,100,7.07981879323987e-05,0.00011367587181403259,0.6228075210913764,-0.20564615148484208
sparse_mlp,Sparse MLP,dysts:Dadras,100,0.0003083598296922714,0.0007269466212683999,0.4241849685665162,-0.37244472522134325
sparse_mlp,Sparse MLP,dysts:DequanLi,100,0.0002362232085682857,0.0004072439727938285,0.5800532956883714,-0.23653210133361405
sparse_mlp,Sparse MLP,dysts:Hadley,100,0.00015783496824685716,0.0003209318082163857,0.4918021966225242,-0.3082095358272516
sparse_mlp,Sparse MLP,dysts:LuChenCheng,100,0.00010336060430351256,0.00013874083379046198,0.7449905084152543,-0.12784926036464492
sparse_mlp,Sparse MLP,dysts:QiChen,100,0.0001534989486181857,0.0008931479283740858,0.17186285019730152,-0.7648179900840038
sparse_mlp,Sparse MLP,dysts:Sakarya,100,0.0005357046362145286,0.006908113427925799,0.0775471685292488,-1.1104340549048244
sparse_mlp,Sparse MLP,dysts:SanUmSrisuchinwong,100,0.00019463247943862856,0.0005597402840586142,0.34771926370453493,-0.45877124866435726
sparse_mlp,Sparse MLP,dysts:ShimizuMorioka,100,8.070366831296789e-05,0.0001380290164628504,0.5846862520728657,-0.23307711775684375
sparse_mlp,Sparse MLP,dysts:WangSun,100,0.0004791659718777857,0.0008310555796404571,0.5765751215882446,-0.23914410074427528
sparse_mlp,Sparse MLP,dysts:Chua,500,0.0009658968441986,0.0018645639730882856,0.5180282672730079,-0.2856465414406002
sparse_mlp,Sparse MLP,dysts:Dadras,500,0.006311320234090043,0.011152160087866386,0.5659280519974598,-0.2472387783640921
sparse_mlp,Sparse MLP,dysts:DequanLi,500,0.0038015757620866565,0.0051409941765346145,0.7394631527571932,-0.13108346190092124
sparse_mlp,Sparse MLP,dysts:Hadley,500,0.0028114446571894567,0.0036186023415730995,0.7769421427962845,-0.10961132096725547
sparse_mlp,Sparse MLP,dysts:LuChenCheng,500,0.0014472212975046143,0.002529834047891157,0.5720617519204482,-0.24255708821612568
sparse_mlp,Sparse MLP,dysts:QiChen,500,0.0024998471406953147,0.011720293134983042,0.21329220284036282,-0.6710250204310153
sparse_mlp,Sparse MLP,dysts:Sakarya,500,0.0108862863188343,0.05689595879188601,0.1913367232047912,-0.7182016679518609
sparse_mlp,Sparse MLP,dysts:SanUmSrisuchinwong,500,0.0034261582352752714,0.006533596232267314,0.5243908734908634,-0.28034487538593517
sparse_mlp,Sparse MLP,dysts:ShimizuMorioka,500,0.0009976752335205143,0.0023838868697306573,0.41850779338083116,-0.3782964502375642
sparse_mlp,Sparse MLP,dysts:WangSun,500,0.008454138745686787,0.018022643934403112,0.46908426846012463,-0.3287491316137494
sparse_mlp,Sparse MLP,dysts:Chua,1000,0.0035538283908472996,0.0070011597126722,0.5076056734450464,-0.294473532495167
sparse_mlp,Sparse MLP,dysts:Dadras,1000,0.04771493934094902,0.09519686390246661,0.5012238574354202,-0.2999682654792354
sparse_mlp,Sparse MLP,dysts:DequanLi,1000,0.0135847934122596,0.017654003043259845,0.7695021564781118,-0.11379015874967986
sparse_mlp,Sparse MLP,dysts:Hadley,1000,0.010124245924609001,0.012094187350677557,0.8371166768837764,-0.07721400605058892
sparse_mlp,Sparse MLP,dysts:LuChenCheng,1000,0.004572390478902586,0.010128569855753843,0.4514349551832434,-0.34540481598168316
sparse_mlp,Sparse MLP,dysts:QiChen,1000,0.008431782081190971,0.048707854268806285,0.1731092902318814,-0.7616796242784188
sparse_mlp,Sparse MLP,dysts:Sakarya,1000,0.024705436080694174,0.14673280449850215,0.1683702302639923,-0.7737346941605344
sparse_mlp,Sparse MLP,dysts:SanUmSrisuchinwong,1000,0.012801761073725512,0.01956173990453987,0.6544285496176385,-0.18413776271243115
sparse_mlp,Sparse MLP,dysts:ShimizuMorioka,1000,0.003521484056753729,0.0075389690298054285,0.467104194596302,-0.3305862327296689
sparse_mlp,Sparse MLP,dysts:WangSun,1000,0.04292104180370054,0.08992772123643324,0.47728376982726817,-0.3212233336922151
sparse_mlp,Sparse MLP,dysts:Chua,1500,0.007966979273727899,0.01605246295886377,0.4963088402162443,-0.30424798911268824
