root_label,display,system_key,horizon,n_seeds,mse_iqm,mse_log10_iqm,mse_median,mse_q25,mse_q75,full_finite_iqm,full_finite_min
lista_bd,LISTA-BD,dysts:ShimizuMorioka,3000,15,0.05612959180559427,-1.2967237476170903,0.0475941076874733,0.0282166246324777,0.11737551540136335,1.0,1.0
lista_bd,LISTA-BD,dysts:WangSun,3000,15,1.191859143120902,0.07212472611915123,1.1756772994995115,0.8520441651344299,1.6549923419952393,1.0,1.0
lista_bd,LISTA-BD,dysts:Chua,4000,15,0.025472756741302314,-1.6047185316788697,0.0254845805466175,0.016023744828999,0.03451204672455785,1.0,1.0
lista_bd,LISTA-BD,dysts:Dadras,4000,15,0.6827419527939388,-0.18002405179338551,0.6446171402931213,0.4629190415143966,0.9519413113594055,1.0,1.0
lista_bd,LISTA-BD,dysts:DequanLi,4000,15,0.21736096484320502,-0.6698359018343354,0.2081696540117263,0.17057902365922922,0.2794584035873413,1.0,1.0
lista_bd,LISTA-BD,dysts:Hadley,4000,15,0.15420359053782048,-0.8249607799333909,0.1508799642324447,0.10572144761681555,0.24035707116127009,1.0,1.0
lista_bd,LISTA-BD,dysts:LuChenCheng,4000,15,0.036354465410113286,-1.442255628700114,0.0354700908064842,0.0293971132487058,0.05261297151446335,1.0,1.0
lista_bd,LISTA-BD,dysts:QiChen,4000,15,0.3221683310610907,-0.499600137507816,0.3247270882129669,0.23936167359352106,0.44574896991252894,1.0,1.0
lista_bd,LISTA-BD,dysts:Sakarya,4000,15,0.8165873544556754,-0.09459818463312743,0.8864103555679321,0.6249770522117615,1.148917317390442,1.0,1.0
lista_bd,LISTA-BD,dysts:SanUmSrisuchinwong,4000,15,0.45678031870297026,-0.35783453981801217,0.477854311466217,0.25820812582969666,0.678812563419342,1.0,1.0
lista_bd,LISTA-BD,dysts:ShimizuMorioka,4000,15,0.1744725012353488,-0.7999912057359254,0.1334185153245926,0.08946876972913739,0.3585449308156967,1.0,1.0
lista_bd,LISTA-BD,dysts:WangSun,4000,15,1.9645424059459142,0.28948535172034023,2.022429943084717,1.5385137796401978,2.381065249443054,1.0,1.0
lista_bd,LISTA-BD,dysts:Chua,5000,15,0.04467774368822571,-1.3561786498851416,0.044831782579422,0.02932333946228025,0.055481784045696245,1.0,1.0
lista_bd,LISTA-BD,dysts:Dadras,5000,15,1.0177471382277352,0.0013113207606369331,0.9264450669288636,0.8515005707740784,1.366321861743927,1.0,1.0
lista_bd,LISTA-BD,dysts:DequanLi,5000,15,0.3999227413109371,-0.4073922436051382,0.3631923198699951,0.3036050647497177,0.5327491462230682,1.0,1.0
lista_bd,LISTA-BD,dysts:Hadley,5000,15,0.25783309979098185,-0.5981151754780022,0.2429823875427246,0.165420651435852,0.377510130405426,1.0,1.0
lista_bd,LISTA-BD,dysts:LuChenCheng,5000,15,0.07369325948613024,-1.135891124287221,0.071646362543106,0.06194768287241455,0.10033796727657315,1.0,1.0
lista_bd,LISTA-BD,dysts:QiChen,5000,15,0.5587556489876339,-0.25814409506991715,0.525352954864502,0.4260183274745941,0.6932603716850281,1.0,1.0
lista_bd,LISTA-BD,dysts:Sakarya,5000,15,1.3034093550273351,0.10786509245158434,1.3164258003234863,0.8695310056209564,1.6894283294677734,1.0,1.0
