root_label,system_name,seed,support_scheme,subset,num_states,observed_label_count,family_jaccard_threshold,family_h_basin_given_family,family_unique_count
lista_blockdiag_signsplit_hardinit_basin_partition,claude_transition_routes_4,8,absolute:0.001,deep,4156,4,0.5,0.0,4.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_transition_routes_4,9,absolute:0.001,deep,4156,4,0.5,0.0,4.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_transition_routes_4,10,absolute:0.001,deep,4156,4,0.5,0.0,4.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_transition_routes_4,11,absolute:0.001,deep,4156,4,0.5,0.0,4.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_transition_routes_4,12,absolute:0.001,deep,4156,4,0.5,0.0,4.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_transition_routes_4,13,absolute:0.001,deep,4156,4,0.5,0.0,4.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_transition_routes_4,14,absolute:0.001,deep,4156,4,0.5,0.0,4.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_depth_gradient_4,0,absolute:0.001,deep,5788,4,0.5,0.0,4.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_depth_gradient_4,1,absolute:0.001,deep,5788,4,0.5,0.0,4.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_depth_gradient_4,2,absolute:0.001,deep,5788,4,0.5,0.0,4.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_depth_gradient_4,3,absolute:0.001,deep,5788,4,0.5,0.0,4.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_depth_gradient_4,4,absolute:0.001,deep,5788,4,0.5,0.0,4.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_depth_gradient_4,5,absolute:0.001,deep,5788,4,0.5,0.0,4.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_depth_gradient_4,6,absolute:0.001,deep,5788,4,0.5,0.0,4.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_depth_gradient_4,7,absolute:0.001,deep,5788,4,0.5,0.0,4.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_depth_gradient_4,8,absolute:0.001,deep,5788,4,0.5,0.26742004773726613,3.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_depth_gradient_4,9,absolute:0.001,deep,5788,4,0.5,0.0,4.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_depth_gradient_4,10,absolute:0.001,deep,5788,4,0.5,0.0,4.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_depth_gradient_4,11,absolute:0.001,deep,5788,4,0.5,0.0,4.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_depth_gradient_4,12,absolute:0.001,deep,5788,4,0.5,0.0,4.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_depth_gradient_4,13,absolute:0.001,deep,5788,4,0.5,0.0,4.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_depth_gradient_4,14,absolute:0.001,deep,5788,4,0.5,0.0,4.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_diamond_4,0,absolute:0.001,deep,4561,4,0.5,0.0,4.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_diamond_4,1,absolute:0.001,deep,4561,4,0.5,0.0,4.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_diamond_4,2,absolute:0.001,deep,4561,4,0.5,0.0,4.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_diamond_4,3,absolute:0.001,deep,4561,4,0.5,0.0,4.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_diamond_4,4,absolute:0.001,deep,4561,4,0.5,0.0,4.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_diamond_4,5,absolute:0.001,deep,4561,4,0.5,0.0,4.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_diamond_4,6,absolute:0.001,deep,4561,4,0.5,0.0,4.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_diamond_4,7,absolute:0.001,deep,4561,4,0.5,0.0,4.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_diamond_4,8,absolute:0.001,deep,4561,4,0.5,0.0,4.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_diamond_4,9,absolute:0.001,deep,4561,4,0.5,0.37868465955696995,3.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_diamond_4,10,absolute:0.001,deep,4561,4,0.5,0.0,4.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_diamond_4,11,absolute:0.001,deep,4561,4,0.5,0.0,4.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_diamond_4,12,absolute:0.001,deep,4561,4,0.5,0.0,4.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_diamond_4,13,absolute:0.001,deep,4561,4,0.5,0.3121423719403451,3.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_diamond_4,14,absolute:0.001,deep,4561,4,0.5,0.0,4.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_l_shape_5,0,absolute:0.001,deep,4266,5,0.5,0.5859117752870721,3.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_l_shape_5,1,absolute:0.001,deep,4266,5,0.5,0.5859117752870721,3.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_l_shape_5,2,absolute:0.001,deep,4266,5,0.5,0.880792580823281,2.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_l_shape_5,3,absolute:0.001,deep,4266,5,0.5,0.534301999487686,3.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_l_shape_5,4,absolute:0.001,deep,4266,5,0.5,0.880792580823281,2.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_l_shape_5,5,absolute:0.001,deep,4266,5,0.5,0.41624764017895255,3.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_l_shape_5,6,absolute:0.001,deep,4266,5,0.5,0.5895712190451188,3.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_l_shape_5,7,absolute:0.001,deep,4266,5,0.5,0.16999701606036988,4.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_l_shape_5,8,absolute:0.001,deep,4266,5,0.5,0.5859117752870721,3.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_l_shape_5,9,absolute:0.001,deep,4266,5,0.5,0.5859117752870721,3.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_l_shape_5,10,absolute:0.001,deep,4266,5,0.5,0.22160679185975551,4.0
lista_blockdiag_signsplit_hardinit_basin_partition,claude_var_l_shape_5,11,absolute:0.001,deep,4266,5,0.5,0.5859117752870721,3.0
