root_label,system_name,seed,h100_best_periodic_mean,h500_best_periodic_mean,h1000_best_periodic_mean,h100_best_periodic_is_finite,h500_best_periodic_is_finite,h1000_best_periodic_is_finite
lista_blockdiag_signsplit_hardinit_basin_partition,gated_local_linear,1,0.0015089696971699595,0.0009924424812197685,0.0009236698388122022,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,gated_local_linear,2,0.0006213970482349396,0.0007192284101620317,0.0007473376463167369,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,gated_local_linear,3,0.0008353516459465027,0.0008536942186765373,0.0008432482136413455,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,gated_local_linear,4,0.0006161388009786606,0.0007213236531242728,0.0006868141354061663,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,gated_local_linear,5,0.0023565145675092936,0.0022006367798894644,0.0021891696378588676,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,gated_local_linear,6,0.0012768274173140526,0.0006379029946401715,0.0005432101897895336,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,gated_local_linear,7,0.0005258085438981652,0.00040845369221642613,0.00039511790964752436,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,gated_local_linear,8,0.0009969058446586132,0.001287514460273087,0.0013560513034462929,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,gated_local_linear,9,0.001072961138561368,0.0006079612649045885,0.0005499262479133904,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,gated_transfer_linear,0,0.2398340106010437,0.7982991933822632,0.8695711493492126,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,gated_transfer_linear,1,1.5731600522994995,8.741998809340025e+19,0.7496922612190247,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,gated_transfer_linear,2,0.1462395340204239,0.4891238808631897,0.5282928943634033,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,gated_transfer_linear,3,0.24305282533168793,0.7486574053764343,0.8112643361091614,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,gated_transfer_linear,4,0.17696885764598846,0.6573604345321655,0.7272213697433472,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,gated_transfer_linear,5,0.32078230381011963,0.7334238290786743,0.7921246290206909,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,gated_transfer_linear,6,0.31821393966674805,0.7701970934867859,0.8264232873916626,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,gated_transfer_linear,7,0.5019738674163818,1.0852832794189453,1.1515599489212036,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,gated_transfer_linear,8,0.2804490029811859,0.8537254929542542,0.9217203259468079,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,gated_transfer_linear,9,0.21726880967617035,0.8790172338485718,0.970329999923706,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_arrested_spiral,10,0.015600617043673992,0.024660170078277588,0.02579323574900627,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_arrested_spiral,11,0.010565296746790409,0.02357945591211319,0.025205766782164574,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_arrested_spiral,12,0.003873837646096945,0.002302260370925069,0.0021058148704469204,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_arrested_spiral,13,0.0033204148057848215,0.0010549839353188872,0.0007717997068539262,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_arrested_spiral,14,0.0030819654930382967,0.0014678880106657743,0.0012660876382142305,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_cal_asymmetric_3,10,0.021493446081876755,0.07059089839458466,0.07672920823097229,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_cal_asymmetric_3,11,0.001956344349309802,0.0011965674348175526,0.001101586502045393,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_cal_asymmetric_3,12,0.0006511093815788627,0.00030759244691580534,0.0002647179935593158,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_cal_asymmetric_3,13,0.021931838244199753,0.07084670662879944,0.07696709781885147,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_cal_asymmetric_3,14,0.02454425022006035,0.0718708485364914,0.07778726518154144,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_cal_hexagon_6,10,0.030065519735217094,0.04979903995990753,0.052276529371738434,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_cal_hexagon_6,11,0.032230883836746216,0.05034622177481651,0.052610207349061966,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_cal_hexagon_6,12,0.03071976639330387,0.05000760033726692,0.052420783787965775,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_cal_hexagon_6,13,0.027710095047950745,0.050232671201229095,0.05305313691496849,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_cal_hexagon_6,14,0.005587251391261816,0.0031181667000055313,0.002809548284858465,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_cal_high_cross_3,10,0.2649382948875427,3.9719879627227783,5.17115592956543,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_cal_high_cross_3,11,0.126278355717659,0.24041591584682465,0.25467824935913086,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_cal_high_cross_3,12,0.3972310721874237,0.7082686424255371,0.7473751306533813,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_cal_high_cross_3,13,0.1915259212255478,2.890556573867798,3.360203266143799,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_cal_high_cross_3,14,0.1802365928888321,1.4955767393112183,1.7055087089538574,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_cal_octagon_8,10,0.056246381253004074,0.07661909610033035,0.07916507869958878,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_cal_octagon_8,11,0.02498888038098812,0.027387075126171112,0.027684487402439117,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_cal_octagon_8,12,0.06258455663919449,0.08075319230556488,0.08302385360002518,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_cal_octagon_8,13,0.06444955617189407,0.10090712457895279,0.10546984523534775,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_cal_octagon_8,14,0.09232207387685776,0.12760552763938904,0.13201597332954407,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_cal_pentagon_5,10,0.0014089245814830065,0.0006877687410451472,0.0005966436583548784,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_cal_pentagon_5,11,0.001650079502724111,0.001053981832228601,0.00090656743850559,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_cal_pentagon_5,12,0.027790391817688942,0.038110874593257904,0.039401035755872726,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_cal_pentagon_5,13,0.0008495628135278821,0.00055777991656214,0.0005213090917095542,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_cal_pentagon_5,14,0.001153712160885334,0.0005955342785455287,0.0005262815393507481,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_cal_square_4,10,0.0030671036802232265,0.0027862712740898132,0.002753118984401226,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_cal_square_4,11,0.0036443290300667286,0.0017424908000975847,0.0015047481283545494,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_cal_square_4,12,0.0027866940945386887,0.0019508894765749574,0.0018464326858520508,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_cal_square_4,13,0.002991545246914029,0.001594350440427661,0.0014199860161170363,True,True,True
lista_blockdiag_signsplit_hardinit_basin_partition,claude_cal_square_4,14,0.0017857009079307318,0.0013789397198706865,0.0013283820590004325,True,True,True
